D2S2259	2	68.73401	7	 1 0.0260417 2 0.0989583 3 0.260417 4 0.411458 5 0.078125 6 0.0833333 7 0.0416667
D2S2294	2	70.26201	7	 1 0.188235 2 0.0352941 3 0.258824 4 0.0352941 5 0.352941 6 0.0705882 7 0.0588235
D2S391	2	74.10701	7	 1 0.0252525 2 0.207071 3 0.217172 4 0.121212 5 0.272727 6 0.121212 7 0.0353535
D2S2156	2	78.41701	11	 1 0.0148515 2 0.0445545 3 0.123762 4 0.019802 5 0.108911 6 0.0148515 7 0.262376 8 0.019802 9 0.217822 10 0.0594059 11 0.113861
D2S1364	2	82.82701	6	 1 0.0280899 2 0.41573 3 0.314607 4 0.129213 5 0.0898876 6 0.0224719
D2S370	2	84.65801	8	 1 0.0204082 2 0.27551 3 0.147959 4 0.214286 5 0.193878 6 0.0663265 7 0.0255102 8 0.0561224
D2S337	2	86.04401	10	 1 0.0454545 2 0.106061 3 0.040404 4 0.141414 5 0.136364 6 0.0707071 7 0.171717 8 0.151515 9 0.0858586 10 0.0505051
D2S2368	2	91.39201	10	 1 0.17 2 0.26 3 0.055 4 0.02 5 0.04 6 0.085 7 0.075 8 0.235 9 0.04 10 0.02
D2S2152	2	94.61601	7	 1 0.409574 2 0.0265957 3 0.037234 4 0.414894 5 0.0265957 6 0.0212766 7 0.0638298
D2S2110	2	99.57701	7	 1 0.321429 2 0.0663265 3 0.158163 4 0.0918367 5 0.234694 6 0.0612245 7 0.0663265
D2S286	2	102.42801	7	 1 0.447917 2 0.0729167 3 0.166667 4 0.171875 5 0.078125 6 0.0260417 7 0.0364583
D2S2116	2	103.50218	6	 1 0.03125 2 0.338542 3 0.369792 4 0.182292 5 0.0260417 6 0.0520833
D2S1777	2	105.04002	7	 1 0.0204082 2 0.0357143 3 0.0867347 4 0.494898 5 0.142857 6 0.193878 7 0.0255102
D2S428	2	109.63002	8	 1 0.020202 2 0.0454545 3 0.020202 4 0.191919 5 0.0606061 6 0.0757576 7 0.343434 8 0.242424
D2S388	2	112.75102	8	 1 0.040404 2 0.121212 3 0.313131 4 0.111111 5 0.0505051 6 0.282828 7 0.0505051 8 0.030303
D2S2216	2	114.14702	9	 1 0.123711 2 0.0412371 3 0.298969 4 0.0670103 5 0.0360825 6 0.257732 7 0.113402 8 0.0412371 9 0.0206186
D2S2264	2	118.85502	8	 1 0.085 2 0.135 3 0.08 4 0.1 5 0.235 6 0.13 7 0.13 8 0.105
D2S293	2	122.55102	12	 1 0.0224719 2 0.0280899 3 0.117978 4 0.196629 5 0.140449 6 0.11236 7 0.0674157 8 0.140449 9 0.0280899 10 0.0786517 11 0.0449438 12 0.0224719
D2S1896	2	127.70802	9	 1 0.265432 2 0.0987654 3 0.0925926 4 0.0925926 5 0.0555556 6 0.0864198 7 0.0987654 8 0.0555556 9 0.154321
D2S363	2	130.95002	6	 1 0.0538462 2 0.376923 3 0.284615 4 0.192308 5 0.0692308 6 0.0230769
D2S2254	2	132.18572	12	 1 0.046875 2 0.463542 3 0.109375 4 0.03125 5 0.015625 6 0.0625 7 0.0364583 8 0.0364583 9 0.09375 10 0.0572917 11 0.0260417 12 0.0208333
D2S347	2	138.30902	10	 1 0.328283 2 0.030303 3 0.0555556 4 0.020202 5 0.0757576 6 0.207071 7 0.0353535 8 0.126263 9 0.0757576 10 0.0454545
D2S2271	2	143.62002	7	 1 0.268421 2 0.126316 3 0.315789 4 0.115789 5 0.0894737 6 0.0631579 7 0.0210526
D2S2215	2	145.45402	10	 1 0.029703 2 0.0247525 3 0.148515 4 0.138614 5 0.0693069 6 0.029703 7 0.143564 8 0.0693069 9 0.232673 10 0.113861
D2S2256	2	149.54502	7	 1 0.046875 2 0.0989583 3 0.104167 4 0.354167 5 0.28125 6 0.0833333 7 0.03125
D2S2196	2	152.91002	8	 1 0.20202 2 0.166667 3 0.20202 4 0.0505051 5 0.156566 6 0.0707071 7 0.106061 8 0.0454545
D2S349	2	156.81802	5	 1 0.649485 2 0.0670103 3 0.21134 4 0.0463918 5 0.0257732
D2S151	2	160.98702	6	 1 0.146739 2 0.277174 3 0.125 4 0.309783 5 0.11413 6 0.0271739
D2S2324	2	163.61963	5	 1 0.207317 2 0.365854 3 0.207317 4 0.189024 5 0.0304878
D2S2277	2	163.898018	6	 1 0.0729167 2 0.265625 3 0.375 4 0.161458 5 0.104167 6 0.0208333
D2S142	2	168.829018	4	 1 0.151042 2 0.244792 3 0.354167 4 0.25
D2S1353	2	171.626018	9	 1 0.0148515 2 0.0693069 3 0.019802 4 0.267327 5 0.173267 6 0.227723 7 0.128713 8 0.0445545 9 0.0544554
D2S2330	2	174.846018	10	 1 0.025 2 0.07 3 0.165 4 0.1 5 0.195 6 0.22 7 0.035 8 0.14 9 0.035 10 0.015
D2S2345	2	176.406018	6	 1 0.119792 2 0.192708 3 0.427083 4 0.0416667 5 0.182292 6 0.0364583
D2S2284	2	181.248018	6	 1 0.0412371 2 0.206186 3 0.154639 4 0.453608 5 0.123711 6 0.0206186
D2S335	2	181.956018	9	 1 0.046875 2 0.239583 3 0.0208333 4 0.166667 5 0.0729167 6 0.244792 7 0.135417 8 0.046875 9 0.0260417
D2S2188	2	186.246948	9	 1 0.0637255 2 0.0294118 3 0.147059 4 0.426471 5 0.0686275 6 0.0294118 7 0.176471 8 0.0392157 9 0.0196078
D2S364	2	192.000018	9	 1 0.25 2 0.0265957 3 0.0319149 4 0.164894 5 0.0585106 6 0.260638 7 0.0425532 8 0.0265957 9 0.138298
D2S118	2	195.342018	8	 1 0.02 2 0.025 3 0.26 4 0.26 5 0.17 6 0.135 7 0.105 8 0.025
D2S117	2	199.069018	11	 1 0.0247525 2 0.0742574 3 0.0544554 4 0.0346535 5 0.049505 6 0.029703 7 0.108911 8 0.188119 9 0.207921 10 0.20297 11 0.0247525
D2S311	2	200.705018	10	 1 0.019802 2 0.0891089 3 0.0940594 4 0.0693069 5 0.0544554 6 0.128713 7 0.39604 8 0.0891089 9 0.0247525 10 0.0346535
D2S116	2	202.939458	7	 1 0.145349 2 0.122093 3 0.0872093 4 0.348837 5 0.215116 6 0.0523256 7 0.0290698
D2S2358	2	208.816008	6	 1 0.134021 2 0.0927835 3 0.128866 4 0.108247 5 0.443299 6 0.0927835
D2S2321	2	209.449008	8	 1 0.0247525 2 0.0445545 3 0.39604 4 0.19802 5 0.247525 6 0.019802 7 0.049505 8 0.019802
D2S317	2	213.808008	6	 1 0.0434783 2 0.619565 3 0.076087 4 0.173913 5 0.0706522 6 0.0163043
D2S2361	2	216.936008	10	 1 0.402062 2 0.0360825 3 0.0360825 4 0.175258 5 0.0721649 6 0.139175 7 0.0309278 8 0.056701 9 0.0309278 10 0.0206186
D2S2382	2	218.524008	15	 1 0.0185185 2 0.287037 3 0.0185185 4 0.0138889 5 0.0601852 6 0.0138889 7 0.268519 8 0.0833333 9 0.0601852 10 0.0925926 11 0.0138889 12 0.0185185 13 0.0138889 14 0.0231481 15 0.0138889
D2S2244	2	223.957008	8	 1 0.0594059 2 0.0346535 3 0.0247525 4 0.0742574 5 0.678218 6 0.0742574 7 0.0346535 8 0.019802
D2S163	2	226.246008	6	 1 0.0969388 2 0.0918367 3 0.331633 4 0.0714286 5 0.306122 6 0.102041
D2S126	2	228.270008	12	 1 0.0339806 2 0.0679612 3 0.286408 4 0.0194175 5 0.038835 6 0.169903 7 0.11165 8 0.140777 9 0.0631068 10 0.0194175 11 0.0242718 12 0.0242718
D2S133	2	232.122008	9	 1 0.0392157 2 0.0637255 3 0.0637255 4 0.0882353 5 0.495098 6 0.161765 7 0.0441176 8 0.0294118 9 0.0147059
D2S362	2	238.908008	8	 1 0.065 2 0.135 3 0.39 4 0.04 5 0.06 6 0.255 7 0.03 8 0.025
D2S2297	2	239.771008	12	 1 0.0194175 2 0.0194175 3 0.038835 4 0.0436893 5 0.0436893 6 0.174757 7 0.179612 8 0.038835 9 0.169903 10 0.11165 11 0.116505 12 0.0436893
D2S427	2	242.633468	9	 1 0.037234 2 0.0159574 3 0.0212766 4 0.0585106 5 0.255319 6 0.25 7 0.324468 8 0.0212766 9 0.0159574
D2S2344	2	244.510008	12	 1 0.0931373 2 0.0637255 3 0.333333 4 0.0196078 5 0.215686 6 0.0196078 7 0.0245098 8 0.0784314 9 0.0343137 10 0.0441176 11 0.0539216 12 0.0196078
D2S2973	2	250.574008	5	 1 0.290816 2 0.158163 3 0.0816327 4 0.290816 5 0.178571
D2S2202	2	253.232008	7	 1 0.015 2 0.015 3 0.16 4 0.37 5 0.38 6 0.025 7 0.035
D2S338	2	253.840008	12	 1 0.0215054 2 0.0806452 3 0.0645161 4 0.0645161 5 0.0645161 6 0.166667 7 0.0645161 8 0.0268817 9 0.112903 10 0.134409 11 0.172043 12 0.0268817
D2S125	2	264.008008	10	 1 0.0242718 2 0.116505 3 0.228155 4 0.126214 5 0.199029 6 0.165049 7 0.0485437 8 0.0291262 9 0.0145631 10 0.0485437
D2S395	2	264.167073	11	 1 0.0505051 2 0.141414 3 0.0505051 4 0.0505051 5 0.292929 6 0.10101 7 0.136364 8 0.0959596 9 0.020202 10 0.0353535 11 0.0252525
D2S140	2	265.280003	7	 1 0.0315789 2 0.131579 3 0.357895 4 0.152632 5 0.242105 6 0.0578947 7 0.0263158
ENDC02	2	265.330003	2	 1 0.5 2 0.5
STARTC03	3	0	2	 1 0.5 2 0.5
D3S4559	3	1.076	5	 1 0.05625 2 0.425 3 0.16875 4 0.18125 5 0.16875
D3S1307	3	2.606	8	 1 0.175258 2 0.0721649 3 0.154639 4 0.123711 5 0.231959 6 0.159794 7 0.056701 8 0.0257732
D3S1270	3	3.277	8	 1 0.204082 2 0.576531 3 0.0306122 4 0.102041 5 0.0204082 6 0.0255102 7 0.0255102 8 0.0153061
D3S1297	3	5.05197	7	 1 0.0360825 2 0.108247 3 0.190722 4 0.0824742 5 0.242268 6 0.247423 7 0.0927835
D3S3630	3	6.223	8	 1 0.020202 2 0.146465 3 0.176768 4 0.0858586 5 0.227273 6 0.20202 7 0.116162 8 0.0252525
D3S3050	3	10.68	10	 1 0.0148515 2 0.0742574 3 0.0148515 4 0.212871 5 0.163366 6 0.108911 7 0.118812 8 0.217822 9 0.0445545 10 0.029703
D3S3706	3	13.274	8	 1 0.0618557 2 0.0309278 3 0.0618557 4 0.0412371 5 0.0670103 6 0.582474 7 0.108247 8 0.0463918
D3S2397	3	16.20532	5	 1 0.119718 2 0.112676 3 0.28169 4 0.352113 5 0.133803
D3S1515	3	19.885	2	 1 0.638889 2 0.361111
D3S3591	3	23.902	7	 1 0.0844156 2 0.123377 3 0.545455 4 0.038961 5 0.11039 6 0.038961 7 0.0584416
D3S1263	3	30.71	16	 1 0.0185185 2 0.0185185 3 0.12963 4 0.0925926 5 0.0648148 6 0.0601852 7 0.314815 8 0.0462963 9 0.0324074 10 0.0324074 11 0.0231481 12 0.037037 13 0.0694444 14 0.0185185 15 0.0185185 16 0.0231481
D3S2385	3	33.554	4	 1 0.231959 2 0.396907 3 0.340206 4 0.0309278
D3S2338	3	38.726	12	 1 0.0346535 2 0.0940594 3 0.163366 4 0.0445545 5 0.143564 6 0.108911 7 0.113861 8 0.0841584 9 0.049505 10 0.0693069 11 0.0346535 12 0.0594059
D3S1293	3	44.627	13	 1 0.0416667 2 0.0208333 3 0.0833333 4 0.28125 5 0.151042 6 0.151042 7 0.0364583 8 0.0364583 9 0.0364583 10 0.0260417 11 0.0729167 12 0.0364583 13 0.0260417
D3S1567	3	48.027	6	 1 0.040404 2 0.141414 3 0.585859 4 0.166667 5 0.0454545 6 0.020202
D3S2335	3	50.396	4	 1 0.0885417 2 0.28125 3 0.567708 4 0.0625
D3S1266	3	52.218	4	 1 0.465909 2 0.0965909 3 0.295455 4 0.142045
D3S3547	3	56.447	6	 1 0.0265957 2 0.111702 3 0.101064 4 0.484043 5 0.111702 6 0.164894
D3S1612	3	62.047	8	 1 0.20297 2 0.361386 3 0.0346535 4 0.039604 5 0.277228 6 0.0544554 7 0.0148515 8 0.0148515
D3S3521	3	66.396	10	 1 0.173684 2 0.173684 3 0.0526316 4 0.0789474 5 0.0631579 6 0.0368421 7 0.126316 8 0.247368 9 0.0210526 10 0.0263158
D3S3522	3	67.50687	7	 1 0.043956 2 0.0384615 3 0.0604396 4 0.604396 5 0.21978 6 0.0164835 7 0.0164835
D3S3597	3	70.479	5	 1 0.226804 2 0.0721649 3 0.417526 4 0.237113 5 0.0463918
D3S3672	3	76.709	5	 1 0.09375 2 0.119792 3 0.578125 4 0.182292 5 0.0260417
D3S3532	3	80.932	5	 1 0.0412371 2 0.474227 3 0.190722 4 0.0309278 5 0.262887
D3S1234	3	83.472	7	 1 0.263736 2 0.0274725 3 0.428571 4 0.043956 5 0.159341 6 0.0384615 7 0.0384615
D3S1600	3	89.04039	8	 1 0.265625 2 0.203125 3 0.21875 4 0.0208333 5 0.0729167 6 0.0729167 7 0.125 8 0.0208333
D3S1287	3	90.594	6	 1 0.0260417 2 0.0572917 3 0.239583 4 0.46875 5 0.177083 6 0.03125
